event_id,source,source_name,tribe_arabic,tribe_english,region_arabic,region_english,region_key,lat,lon,year_ah,incorporation_mode,commander_arabic,commander_english,rebel_leader_arabic,rebel_leader_english,battle_site_arabic,battle_site_english,confidence,notes,evidence,cross_refs,is_cross_ref
W019,waqidi,al-Wāqidī,بنو أسد,Banū Asad,بزاخة,Bazākha,najd,27.5,41.5,11,SUBJUGATION,خالد بن الوليد,Khālid ibn al-Walīd,طليحة بن خويلد,Ṭulayḥa ibn Khuwaylid,بزاخة,Bazākha,1.0,Major battle at Bazākha against false prophet Ṭulayḥa and his tribal coalition,عزم خالد على حرب القوم، وزحف إليهم، فوافاهم بأرض يقال لها بزاخة | واختلط القوم، واقتتلوا، فقتل من الفريقين جماعة | وحملت بنو أسد وغطفان وفزارة فقاتلوا بين يدي طليحة أشد القتال,,False
W020,waqidi,al-Wāqidī,غطفان,Ghaṭafān,بزاخة,Bazākha,najd,27.5,41.5,11,SUBJUGATION,خالد بن الوليد,Khālid ibn al-Walīd,طليحة بن خويلد,Ṭulayḥa ibn Khuwaylid,بزاخة,Bazākha,1.0,Part of tribal coalition supporting Ṭulayḥa at Bazākha,وحملت بنو أسد وغطفان وفزارة فقاتلوا بين يدي طليحة أشد القتال | ثم ولى عيينة بن حصن منهزما مع بني عمه من فزارة، وانهزمت بنو أسد وغطفان,,False
W021,waqidi,al-Wāqidī,فزارة,Fazāra,بزاخة,Bazākha,najd,27.5,41.5,11,SUBJUGATION,خالد بن الوليد,Khālid ibn al-Walīd,عيينة بن حصن,ʿUyayna ibn Ḥiṣn,بزاخة,Bazākha,1.0,Led by ʿUyayna ibn Ḥiṣn who was captured; later submitted to Abū Bakr,وحملت بنو أسد وغطفان وفزارة فقاتلوا بين يدي طليحة أشد القتال | فأسر عيينة بن حصن الفزاري، وأسر معه جماعة من بني عمه,T018,True
W022,waqidi,al-Wāqidī,بنو تميم,Banū Tamīm,البطاح,al-Biṭāḥ,najd,26.5,44.0,11,SUBJUGATION,خالد بن الوليد,Khālid ibn al-Walīd,مالك بن نويرة,Mālik ibn Nuwayra,البطاح,al-Biṭāḥ,1.0,Campaign against Mālik ibn Nuwayra who refused zakāt; executed by Khālid,ثم سار خالد بمن معه من المهاجرين يريد أرض بني تميم | فأخذوه أسيرا، وأخذوا امرأته معه | فأمر خالد بضرب أعناق بني عمه بديا | ثم قدم خالد مالك بن نويرة ليضرب عنقه,T025,True
W023,waqidi,al-Wāqidī,بنو حنيفة,Banū Ḥanīfa,اليمامة,al-Yamāma,yamama,24.0,46.7,11,SUBJUGATION,خالد بن الوليد,Khālid ibn al-Walīd,مسيلمة بن حبيب,Musaylima ibn Ḥabīb,اليمامة,al-Yamāma,0.9,Campaign against false prophet Musaylima mentioned but battle details not fully described in this excerpt,وجعل مسيلمة بن حبيب الكذاب يعلو أمره باليمامة يوما بعد يوم | يا بني حنيفة، أريد أن تخبروني بماذا صارت قريش أحق بالنبوة والإمامة منكم | فأقبل قوم من أشراف بني حنيفة إلى الرجال بن نهشل ومحكم بن الطفيل,,False
W024,waqidi,al-Wāqidī,بنو حنيفة,Banū Ḥanīfa,اليمامة,al-Yamāma,yamama,24.0,46.7,12,SUBJUGATION,خالد بن الوليد,Khālid ibn al-Walīd,مسيلمة,Musaylima,عقرباء,ʿAqrabāʾ,0.95,Major battle at ʿAqrabāʾ in al-Yamāma between Khālid's forces and Banū Ḥanīfa following Musaylima. Text shows clear military campaign with extensive battle descriptions and casualties on both sides.,سر نحو بني حنيفة مسيلمة الكذاب | فإذا قدمت عليهم فلا تبدأهم بقتال حتى تدعوهم إلى داعية الإسلام | فمن أبى فاستعمل فيه السيف | واشتبك الحرب بين الفريقين، فقتل من المسلمين على زهاء ثلاث مائة رجل، ومن بني حنيفة أضعافهم | حتى قتل منهم جماعة وكشفوهم كشفة فاضحة,"B003, B004, B020, T026, T028, T029, T031, T051",True
W025,waqidi,al-Wāqidī,بنو تميم,Banū Tamīm,نجد,Najd,najd,24.5,45.5,12,MIXED,خالد بن الوليد,Khālid ibn al-Walīd,سجاح بنت المنذر,Sajāḥ bint al-Mundhir,,,0.85,Banū Tamīm followers of false prophetess Sajāḥ who later allied with Musaylima. Shows both rebellion (following false prophet) and eventual submission when Sajāḥ went to Musaylima.,وقد كانت ادعت النبوة وتبعها رجال من قومها: غيلان بن خرشنة، والحارث بن الأهتم، وجماعة من بني تميم | وكان لها مؤذن يؤذن لها ويقول: أشهد أن سجاح نبية الله | فسارت سجاح هذه إلى مسيلمة الكذاب,,False
W026,waqidi,al-Wāqidī,بنو حنيفة,Banū Ḥanīfa,اليمامة,al-Yamāma,yamama,24.0,46.7,12,SUBMISSION,خالد بن الوليد,Khālid ibn al-Walīd,,,,,0.9,Voluntary submission of Thumāma ibn Athāl and a group from Banū Ḥanīfa who sought amnesty from Khālid and rejected Musaylima's false prophethood.,ثم خرج ثمامة بن أثال في جوف الليل، في نفر من بني حنيفة، حتى صار إلى خالد فاستأمن إليه، فأمنه خالد وأمن أصحابه | قال: فقال له ثمامة: (ويحكم يا بني حنيفة، اسمعوا قولي تهتدوا وأطيعوا أمري ترشدوا، واعلموا أن محمد بن عبد الله نبي مرسل لا شك في نبوته، وهذا مسيلمة رجل كذاب) | فقال القوم: (نحن معك يا أبا عامر، فكن من ذلك على علم),"B003, B004, B020, T026, T028, T029, T031, T051",True
W027,waqidi,al-Wāqidī,بنو حنيفة,Banū Ḥanīfa,اليمامة,al-Yamāma,yamama,24.0,46.7,11,SUBJUGATION,خالد بن الوليد,Khālid ibn al-Walīd,مسيلمة,Musaylima,الحديقة,al-Ḥadīqa,1.0,"Major battle at the Garden (al-Ḥadīqa) where Musaylima was killed by Waḥshī and ʿAbd Allāh ibn Zayd. Text mentions heavy casualties on both sides, with over 700 Qurʾān reciters killed among Muslims. After Musaylima's death, Mujāʿa ibn Murāra negotiated a peace treaty through deception.",دعانا أبو بكر رضي الله عنه إلى قتال بني حنيفة، فلما قاتلناهم علمنا أنهم أولوا بأس شديد | ثم إن المسلمين اجتمعت آراؤهم أن يحملوا بأجمعهم على بني حنيفة حملة واحدة | فحملوا عليهم فكشفوهم، حتى ألجئوهم إلى حديقة لهم | فلم يزل يقاتل في جوف الحديقة حتى قتل | واقتحم المسلمون بأجمعهم إلى مسيلمة وأصحابه، فقاتلوهم حتى احمرت أرض الحديقة من الدماء | فوقعت الحربة في خاصرته فسقط مسيلمة عدو الله عن فرسه قتيلا,"B004, T026, T028, T031, T051",True
W028,waqidi,al-Wāqidī,بنو حنيفة,Banū Ḥanīfa,اليمامة,al-Yamāma,yamama,24.0,46.7,11,MIXED,خالد بن الوليد,Khālid ibn al-Walīd,مجاعة بن مرارة,Mujāʿa ibn Murāra,,,0.9,"Peace treaty negotiated by Mujāʿa ibn Murāra after military defeat. Mujāʿa deceived Khālid by dressing women as warriors on the fortress walls to appear stronger. Treaty terms included gold, silver, one-third of horses, and one-fourth of captives.",فصالحه خالد على ما ظهر من الصفراء والبيضاء من الذهب والفضة، وعلى ثلث الكراع وربع من السبي | وقد صالحت القوم صلح مكر، فلا تبرحن عن مواضعكن حتى يتم الصلح | فأتمم للقوم ما صالحتهم عليه، ولا تغدر بهم | لم يحب أن ينقض الصلح الذي كان بينه وبين مجاعة,T029,True
W029,waqidi,al-Wāqidī,بكر بن وائل,Bakr ibn Wāʾil,البحرين,al-Baḥrayn,bahrayn,26.0,50.5,12,SUBJUGATION,,,المنذر بن النعمان,al-Mundhir ibn al-Nuʿmān,,,0.8,"Bakr ibn Wāʾil apostatized in Baḥrayn region, allied with Sassanian Persia and installed al-Mundhir ibn al-Nuʿmān as ruler. They opposed the loyal ʿAbd al-Qays tribe. Text breaks off before describing the actual military campaign resolution.",وكان من سبب أهل البحرين وارتدادهم عن دين الإسلام، أن نفرا من بكر بن وائل كانوا يعادون قبائل عبد القيس | تعالوا حتى نرد الملك في دار النعمان ابن المنذر، فإنه أحق بهذا الأمر من ابن أبي قحافة | فأرسل كسرى إلى المنذر بن النعمان، فدعاه وهو يومئذ غلام حدث السن حين بقل وجهه فخلع عليه بخلع، وتوجه بتاج وحمله على مائة من الخيل، وضم إليه سبعة آلاف فارس وراجل,,False
W030,waqidi,al-Wāqidī,بنو بكر بن وائل,Banū Bakr ibn Wāʾil,البحرين,al-Baḥrayn,bahrayn,26.0,50.5,11,SUBJUGATION,العلاء بن الحضرمي,al-ʿAlāʾ ibn al-Ḥaḍramī,المنذر بن النعمان,al-Mundhir ibn al-Nuʿmān,جواثي,Jawāthī,0.95,"Major Ridda campaign in Bahrain. Banū Bakr allied with Persians, installed al-Mundhir as king, besieged loyal ʿAbd al-Qays tribe at Jawāthī fortress. Al-ʿAlāʾ conducted night attack, defeated them decisively.",توسطت بنو بكر بن وائل أرض البحرين | فاقتتل القوم قتالا شديدا، فكانت الدائرة على بكر بن وائل | أقبلت بنو بكر بن وائل والفرس حتى نزلوا على الحصن فأحدقوا به، فحاصروا عبد القيس حصارا شديدا | وقد ارتدوا عن دين الإسلام | فلم يشعر الفرس ومن معهم من العرب إلا وحوافر الخيل تطؤهم | وانهزمت بنو بكر بن وائل، فلحقوا بالبراري والفلوات هائمين من سيوف المهاجرين والأنصار,"T033, T035",True
W031,waqidi,al-Wāqidī,عبد القيس,ʿAbd al-Qays,البحرين,al-Baḥrayn,bahrayn,26.0,50.5,11,SUBMISSION,العلاء بن الحضرمي,al-ʿAlāʾ ibn al-Ḥaḍramī,,,جواثي,Jawāthī,0.9,"ʿAbd al-Qays remained loyal to Islam but were besieged by apostate Banū Bakr. After rescue by al-ʿAlāʾ, they rallied to support the Muslim cause.",واجتمعت عبد القيس إلى رئيس من رؤسائهم يقال له: الجارود بن المعلى العبدي في أربعة ألف من عبد القيس | واستأمن عامة عبد القيس إلى بكر بن وائل | واجتمعت عبد القيس إلى العلاء بن الحضرمي من جميع نواحي البحرين,T032,True
W032,waqidi,al-Wāqidī,بنو حنيفة,Banū Ḥanīfa,اليمامة,al-Yamāma,yamama,24.0,46.7,11,SUBMISSION,العلاء بن الحضرمي,al-ʿAlāʾ ibn al-Ḥaḍramī,,,,,0.85,"Partial submission - Thumāma ibn Uthāl and some Ḥanīfa joined al-ʿAlāʾ's campaign, though most of the tribe refused due to their recent involvement with Musaylima.",فاستقبله ثمامة بن أثال الحنفي، وكان مسلما تقيا | أنت تعلم أن قومي قريب عهدهم بالردة مع مسيلمة الكذاب | وسار ثمامة بن أثال مع العلاء بن الحضرمي في نفر من بني عمه | ومعه ثمامة بن أثال، وقيس بن عاصم المنقري، في جماعة من بني تميم، وبني حنيفة,,False
W033,waqidi,al-Wāqidī,بنو تميم,Banū Tamīm,نجد,Najd,najd,24.5,45.5,11,SUBMISSION,العلاء بن الحضرمي,al-ʿAlāʾ ibn al-Ḥaḍramī,,,,,0.9,Voluntary support - Qays ibn ʿĀṣim provided safe passage and military support to al-ʿAlāʾ's expedition through Tamīm territory.,لقيه قيس بن عاصم المنقري التميمي، فسلم عليه ورحب به | فسار العلاء بن الحضرمي ومعه قيس بن عاصم المنقري في عشرين فارسا من بني تميم | فكان لا ينتهي إلى ماء من مياه بني سعد إلا تلقوه بالقرى والإنزال والعلوفة | في جماعة من بني تميم، وبني حنيفة,,False
W034,waqidi,al-Wāqidī,كندة,Kinda,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,MIXED,زياد بن لبيد,Ziyād ibn Labīd,الأشعث بن قيس,al-Ashʿath ibn Qays,,,0.9,"Mixed situation - Kinda split into two factions: one remained loyal to Islam, another led by al-Ashʿath rejected zakāt payment and Abū Bakr's authority. Text cuts off before resolution.",عزم على محاربة أهل حضرموت من كندة | فقال له الأشعث بن قيس: يا هذا، إنا قد سمعنا كلامك ودعائك إلى هذا الرجل | وافترق القوم فرقتين، فرقة أقاموا على دين الإسلام، فلم يرجعوا وعزموا على إقام الصلاة وإيتاء الزكاة، وفرقة عزموا على منع الزكاة والعصيان | أطعنا رسول الله إذ كان وسطنا فيا عجبا ممن يطيع أبا بكر | وما لبني تيم بن مرة إمرة علينا,"B010, B029, T046, T048, T050",True
W035,waqidi,al-Wāqidī,كندة,Kinda,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,الأشعث بن قيس,al-Ashʿath ibn Qays,تريم,Tarīm,0.95,"Major Ridda campaign against Kinda tribe led by al-Ashʿath. Initial defeat of Muslim forces, followed by siege at Tarīm. Eventually resolved through negotiation.",فاغتم أبو بكر رضي الله عنه لذلك غما شديدا، فقال له بعض المسلمين: يا خليفة رسول الله، هذا خالد بن الوليد مقيم بأرض اليمامة، وقد تعلم أنه رجل مظفر، فوجه به إليهم | ثم جمع أبو بكر جيشا فضمهم إلى زياد بن لبيد، وأمره بالمسير إلى القوم، فسار زياد من المدينة في أربعة ألف من المهاجرين والأنصار يريد حضرموت | فوضعوا فيهم السيوف، وقتلوا أختا لهم يقال لها العمردة واحتووا على أموالهم وقليلهم وكثيرهم | فاقتتلوا هنالك ساعة، ووقعت الهزيمة على زياد ومن معه من المسلمين، وقتل منهم على نيف من ثلاث مائة رجل,"B010, B029, T046, T048, T050",True
W036,waqidi,al-Wāqidī,بنو هند,Banū Hind,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,,,,,0.9,Sub-tribe of Kinda defeated by Ziyād's forces during Ridda campaign,وسار زياد إلى حي من أحياء كندة يقال لهم بنو هند، فكبسهم وقاتلهم فوقعت الهزيمة عليهم، فقتل منهم جماعة، وولوا الأدبار، واحتوى المسلمون على نسائهم وذراريهم وأموالهم,,False
W037,waqidi,al-Wāqidī,بنو العاتك,Banū al-ʿĀtik,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,,,,,0.9,Another Kinda sub-tribe subjugated through military action,ثم سار زياد بن لبيد إلى حي من أحياء كندة يقال لهم بنو العاتك، فوافاهم وهم غافلون، فلما أشرفت الخيل عليهم تصايحت النساء وخرج الرجال إلى الحرب، فاقتتلوا ساعة، ووقعت الهزيمة عليهم، فانهزموا وأسلموا ديارهم ونساءهم وأموالهم,,False
W038,waqidi,al-Wāqidī,بنو حجر,Banū Ḥajar,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,,,,,0.9,"Described as the elite warriors of Kinda (جمرات كندة وفرسانهم). Heavy casualties: 200 killed, 50 captured",ثم سار زياد بن لبيد إلى حي من أحياء كندة يقال لهم بنو حجر، وهم يومئذ جمرات كندة وفرسانهم، فلم يشعروا إلا والخيل قد كبستهم في جوف الليل، فاقتتل القوم ساعة، وقتل من بني حجر مائتا رجل، وأسر منهم خمسون رجلا، وولى الباقون الأدبار,,False
W039,waqidi,al-Wāqidī,بنو جمر,Banū Jamar,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,,,,,0.9,Notable for causing Muslim casualties (20 killed) before being defeated,ثم سار زياد بن لبيد إلى حي من أحياء كندة يقال لهم بنو جمر، وهم فرسان وأبطال، فالتقى القوم للقتال، فقتل من المسلمين عشرون رجلا، وقتل من بني جمر قريب من ذلك، ووقعت الهزيمة عليهم، فولوا الأدبار، وأسلموا الديار,,False
W040,waqidi,al-Wāqidī,السكاسك,al-Sakāsik,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBMISSION,زياد بن لبيد,Ziyād ibn Labīd,,,,,0.85,Voluntarily submitted and sought protection (استأمنوا) after hearing of other defeats,واتصل هذا الخبر بالسكاسك والسكون، وهما قبيلتان من قبائل كندة، فكأنهم اتقوا على أنفسهم، فركبوا في جوف الليل وساروا إلى زياد بن لبيد، فاستأمنوا إليه وعزموا على نصرته,,False
W041,waqidi,al-Wāqidī,السكون,al-Sukūn,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBMISSION,زياد بن لبيد,Ziyād ibn Labīd,,,,,0.85,"Submitted together with al-Sakāsik, both described as sub-tribes of Kinda",واتصل هذا الخبر بالسكاسك والسكون، وهما قبيلتان من قبائل كندة، فكأنهم اتقوا على أنفسهم، فركبوا في جوف الليل وساروا إلى زياد بن لبيد، فاستأمنوا إليه وعزموا على نصرته,,False
W042,waqidi,al-Wāqidī,بنو ذهل بن معاوية,Banū Dhuhl ibn Muʿāwiya,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,الحارث بن معاوية,al-Ḥārith ibn Muʿāwiya,,,0.8,"Rejected Ziyād's call to submission and expelled him from their territory, nearly killing him",ثم إنه سار إلى حي من أحياء كندة، يقال لهم بنو ذهل بن معاوية، فخبرهم بما كان من قومهم إليه، ودعاهم إلى السمع والطاعة | ثم وثبوا إلى زياد وأخرجوه من ديارهم، وهموا بقتله,,False
W043,waqidi,al-Wāqidī,كندة,Kinda,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,الأشعث بن قيس,al-Ashʿath ibn Qays,الرقان,al-Raqān,0.9,Initial battle where al-Ashʿath defeats Muslim forces and besieges them in Tarīm,فالتقوا بواد يقال له الرقان قريبا من مدينة تريم، فاقتتلوا هنالك ساعة | ثم حمل الأشعث بن قيس وأصحابه على جميع المسلمين، فهزمهم حتى أدخلهم مدينة تريم | ثم أقبل الأشعث بأصحابه حتى أحدقوا بالمدينة ونزلوا عليها، وحصروا زياد بن لبيد وأصحابه,"B010, B029, T046, T048, T050",True
W044,waqidi,al-Wāqidī,أهل دبا,Ahl Dubā,دبا,Dubā,uman,25.62,56.26,11,SUBJUGATION,عكرمة بن أبي جهل,ʿIkrima ibn Abī Jahl,,,دبا,Dubā,0.95,Campaign against people of Dubā who expelled their governor and were subsequently defeated and besieged by ʿIkrima,فعزموا على ذلك ووثبوا على [حذيفة بن عمرو] عامل لهم من جهة أبي بكر، فطردوه عن بلدهم | فلما ورد الكتاب على عكرمة، سار بأصحابه إلى دبا، قال: ودنا القوم بعضهم من بعض فاقتتلوا، ورزق الله الظفر لعكرمة فهزموهم | ونزل بهم عكرمة وحاصرهم وضيق عليهم، واشتد عليهم الحصار,,False
W045,waqidi,al-Wāqidī,أهل دبا,Ahl Dubā,دبا,Dubā,uman,25.62,56.26,11,SUBMISSION,عكرمة بن أبي جهل,ʿIkrima ibn Abī Jahl,,,دبا,Dubā,0.9,"Subsequent submission of Dubā after siege, agreeing to pay zakāt and surrender without weapons",فأرسلوا إلى عاملهم حذيفة بن عمرو، ويسألونه الصلح على أنهم يؤدون الزكاة ويرجعون إلى محبته | قال: فأجابوه إلى ذلك، فأرسل إليهم: أن اخرجوا الآن عن مدينتكم بلا سلاح، ففعلوا ذلك,,False
W046,waqidi,al-Wāqidī,كندة,Kinda,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد وعكرمة بن أبي جهل,Ziyād ibn Labīd wa-ʿIkrima ibn Abī Jahl,الأشعث بن قيس,al-Ashʿath ibn Qays,النجير,al-Najīr,0.95,Major battle where combined Muslim forces under Ziyād and ʿIkrima defeat al-Ashʿath and besiege him in fortress al-Najīr,واختلطت خيل عكرمة وخيل زياد، فصاروا في موضع واحد، واجتمعوا وحملوا على الأشعث وأصحابه | ثم حملوا على الأشعث وأصحابه، كحملة رجل واحد، فهزموهم حتى ألجئوهم إلى حصنهم الأعظم | فدخل الأشعث وأصحابه إلى ذلك الحصن وأغلقوا عليهم الباب,"B010, B029, T046, T048, T050",True
W047,waqidi,al-Wāqidī,كندة,Kinda,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,12,MIXED,زياد بن لبيد,Ziyād ibn Labīd,الأشعث بن قيس,al-Ashʿath ibn Qays,النجير,al-Najīr,0.9,Final phase involving both fierce fighting at fortress gate and negotiated surrender with amān for al-Ashʿath and select followers,فأرسل الأشعث إلى زياد أن يعطيه الأمان ولأهل بيته ولعشرة من وجوه أصحابه، فأجابه زياد إلى ذلك، وكتب بينهم الكتاب | اقتتلوا على باب الحصن قتالا لم يقاتلوا مثله في يوم من أيامهم، حتى قتل من الفريقين بشر كثير | وأثخن الأشعث بالجراحات، فولى منهزما هو وأصحابه، حتى دخلوا الحصن,"B010, B029, T046, T048, T050",True
W048,waqidi,al-Wāqidī,كندة,Kinda,حضرموت,Ḥaḍramawt,hadramawt,15.9,49.0,11,SUBJUGATION,زياد بن لبيد,Ziyād ibn Labīd,الأشعث بن قيس,al-Ashʿath ibn Qays,الحصن,al-Ḥiṣn,0.95,"The Kinda tribe under al-Ashʿath ibn Qays was subjugated after a siege. Despite negotiations for safe conduct (amān), Ziyād killed many of the defenders and sent the surviving nobles as prisoners to Abū Bakr. Al-Ashʿath was later pardoned and married to Abū Bakr's sister.",فجعل يأخذ المقاتلة ويضرب رقابهم صبرا | فلم أشبههم إلا بقتل قريظة | ثم جمع زياد بن لبيد من بقي من بقايا ملوك كندة، وهم ثمانون رجلا، فصفدهم في الحديد | واذكر وقائع حضرموت فإنها تشفي غليل الهائم المتحير,"B010, B029, T046, T048, T050",True
